,match_id,match_date,sard_rank,sard_wr,sard_win,sard_team,t1_avg_rank,t2_avg_rank,t1_med_rank,t2_med_rank,t1_best_rank,t2_best_rank,t1_lowest_rank,t2_lowest_rank,t1_avg_role_note,t2_avg_role_note,t1_avg_wr,t2_avg_wr,t1_med_wr,t2_med_wr,t1_best_wr,t2_best_wr,t1_lowest_wr,t2_lowest_wr
85,KR_5944041802,2022-05-31 11:31:07.219,3.5,53.398058252427184,False,2,2.85,3.0625,2.8000000000000003,3.1500000000000004,3.5,3.5,2.0,2.4499999999999997,11.4,10.5,51.59296710570982,45.13008309893234,51.5625,48.57402912621359,60.60606060606061,54.20560747663551,43.58974358974359,29.166666666666668
86,KR_5943997845,2022-05-31 10:59:15.698,3.5,53.398058252427184,True,1,3.22,2.8,3.5,2.625,3.5,3.5,2.8000000000000003,2.4499999999999997,14.2,12.25,47.96770284278224,46.38347763347763,48.484848484848484,44.94949494949495,54.20560747663551,52.77777777777778,40.0,42.857142857142854
87,KR_5944003480,2022-05-31 10:18:14.392,3.5,53.398058252427184,True,2,2.6599999999999997,3.225,2.4499999999999997,3.5,3.5,3.5,1.75,2.4000000000000004,13.4,14.5,55.338643050313536,56.47722019081243,54.54545454545454,57.0020594292439,68.42105263157895,61.904761904761905,42.857142857142854,50.0
88,KR_5943848051,2022-05-31 09:13:14.385,3.5,53.398058252427184,False,2,3.5,2.825,3.5,2.9000000000000004,3.5,3.5,3.5,2.0,14.333333333333334,13.75,55.27375201288245,68.43175202142608,52.77777777777778,72.06923682140047,60.86956521739131,76.19047619047619,52.17391304347826,53.398058252427184
89,KR_5943524237,2022-05-30 19:26:50.307,3.5,53.398058252427184,True,2,2.05,2.5,1.75,2.4499999999999997,3.0,3.5,1.75,1.75,14.4,16.6,58.44813647020777,56.285672256546036,58.333333333333336,57.57575757575758,67.74193548387096,63.888888888888886,51.8796992481203,45.45454545454545
90,KR_5943449598,2022-05-30 18:34:44.516,3.5,53.398058252427184,True,2,2.25,2.8125,2.2249999999999996,3.0,2.8000000000000003,3.5,1.75,1.75,13.0,14.0,44.77452953012191,59.39118122977346,40.75630252100841,60.03236245954692,69.01408450704226,80.0,28.57142857142857,37.5
91,KR_5943484557,2022-05-30 17:54:15.558,3.5,53.398058252427184,True,2,2.5,2.7299999999999995,2.625,2.4499999999999997,3.0,3.5,1.75,1.75,14.5,15.2,60.17857142857142,52.249229396573774,59.52380952380952,53.398058252427184,66.66666666666666,62.03703703703704,55.00000000000001,38.23529411764706
92,KR_5943219133,2022-05-30 17:07:25.083,3.5,53.398058252427184,False,2,2.63,2.9250000000000003,3.0,2.9000000000000004,3.0,3.5,1.75,2.4000000000000004,15.0,13.0,56.50980392156863,53.349514563106794,52.94117647058824,56.69902912621359,66.66666666666666,60.0,50.0,40.0
93,KR_5943213187,2022-05-30 16:32:16.807,3.5,53.398058252427184,False,2,2.3875,2.5125,2.4000000000000004,2.4000000000000004,3.0,3.5,1.75,1.75,13.0,11.25,70.0,56.644088206517644,71.3157894736842,56.69902912621359,90.0,66.66666666666666,47.368421052631575,46.51162790697674
94,KR_5942926209,2022-05-30 15:08:26.444,3.5,53.398058252427184,True,1,2.8400000000000003,2.2750000000000004,3.0,2.4000000000000004,3.5,2.8000000000000003,2.0999999999999996,1.5,13.8,12.25,57.23615926953305,65.57158119658119,54.6875,65.86538461538461,71.42857142857143,75.0,40.0,55.55555555555556
95,KR_5942827705,2022-05-30 14:22:43.923,3.5,53.398058252427184,True,2,2.6399999999999997,2.2875,3.0,2.075,3.0,3.5,1.75,1.5,16.2,17.25,50.28469685149581,67.3704935840858,51.61290322580645,62.58741258741259,57.14285714285714,90.9090909090909,43.47826086956522,53.398058252427184
96,KR_5942821225,2022-05-30 13:45:30.570,3.5,53.398058252427184,True,2,2.1833333333333336,2.75,2.4000000000000004,3.5,2.4000000000000004,3.5,1.75,1.5,13.666666666666666,15.0,48.707331316026966,53.74187099181454,38.46153846153847,52.74725274725275,69.56521739130434,67.56756756756756,38.095238095238095,46.51162790697674
97,KR_5942646771,2022-05-30 13:11:54.437,3.5,53.398058252427184,True,2,2.3833333333333333,2.5500000000000003,2.4000000000000004,2.4000000000000004,3.0,3.5,1.75,1.75,7.0,9.0,58.81985064194533,56.70411465557097,58.82352941176471,56.00000000000001,61.53846153846154,60.71428571428571,56.09756097560976,53.398058252427184
98,KR_5942650896,2022-05-30 12:30:25.151,3.5,53.398058252427184,True,2,1.9,2.84,1.55,3.0,3.0,3.5,1.5,2.0999999999999996,12.75,14.8,39.09722222222223,52.978673699547485,44.44444444444444,53.398058252427184,55.00000000000001,64.44444444444444,12.5,43.18181818181818
99,KR_5942556380,2022-05-30 11:51:20.239,3.5,53.398058252427184,False,1,2.5875,2.9400000000000004,2.55,3.0,3.5,3.5,1.75,2.4000000000000004,10.5,11.8,50.511676725268956,53.85285440317347,50.0,54.83870967741935,53.398058252427184,63.63636363636363,48.64864864864865,41.37931034482759
